user_id,feature_used,session_duration,engagement_score,accessibility_settings,age_group,gender,additional_attributes,high_accessibility_users,intersectional_label
user_7348,Colorblind Mode,6.51,1.0,2,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_1437,Text-to-Speech,80.41,1.0,3,Senior,Male,None,True,Senior - Male - None
user_573,Colorblind Mode,66.44,5.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_9297,High Contrast Mode,51.69,1.0,0,Teenager,Female,None,False,Teenager - Female - None
user_349,High Contrast Mode,114.49,5.0,0,Teenager,Female,None,False,Teenager - Female - None
user_352,Multilingual,16.1,1.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_2485,Visual Aid,115.46,2.0,4,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_8798,Text-to-Speech,34.33,3.0,4,Teenager,Male,None,True,Teenager - Male - None
user_1351,Visual Aid,83.8,4.0,4,Teenager,Male,None,True,Teenager - Male - None
user_2,Colorblind Mode,54.54,2.0,3,Teenager,Male,None,True,Teenager - Male - None
user_644,Colorblind Mode,7.33,4.0,0,Teenager,Female,None,False,Teenager - Female - None
user_321,Text-to-Speech,39.64,5.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_3363,Colorblind Mode,80.49,2.0,3,Professional,Female,None,True,Professional - Female - None
user_2750,High Contrast Mode,7.36,1.0,5,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_6851,Multilingual,63.18,1.0,4,Senior,Female,None,True,Senior - Female - None
user_6541,Visual Aid,50.48,3.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_6707,Colorblind Mode,26.98,4.0,2,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_1476,Text-to-Speech,113.48,4.0,0,Senior,Female,None,False,Senior - Female - None
user_7644,Visual Aid,82.32,2.0,1,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_9187,High Contrast Mode,95.93,2.0,0,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_215,High Contrast Mode,48.14,5.0,5,Young Adult,Non-Binary,None,True,Young Adult - Non-Binary - None
user_8326,High Contrast Mode,20.61,1.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_8380,Colorblind Mode,116.6,4.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_6653,Visual Aid,9.97,4.0,5,Senior,Male,None,True,Senior - Male - None
user_4208,Colorblind Mode,56.49,3.0,4,Adult,Non-Binary,None,True,Adult - Non-Binary - None
user_5054,High Contrast Mode,57.59,2.0,5,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_9509,Text-to-Speech,24.3,3.0,2,Professional,Female,None,False,Professional - Female - None
user_1139,Text-to-Speech,69.8,4.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_6415,Colorblind Mode,101.34,4.0,1,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_2354,Multilingual,89.8,1.0,1,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_8097,Visual Aid,113.38,3.0,2,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_7967,Visual Aid,67.48,3.0,5,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_6783,Multilingual,29.91,2.0,0,Professional,Female,None,False,Professional - Female - None
user_5664,Text-to-Speech,84.06,3.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_58,Text-to-Speech,70.6,2.0,5,Professional,Female,None,True,Professional - Female - None
user_2421,Text-to-Speech,6.56,3.0,2,Adult,Male,None,False,Adult - Male - None
user_9977,High Contrast Mode,50.17,2.0,4,Adult,Male,None,True,Adult - Male - None
user_4834,Multilingual,95.08,3.0,0,Senior,Female,None,False,Senior - Female - None
user_2652,High Contrast Mode,70.01,4.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_5808,Text-to-Speech,12.05,3.0,5,Adult,Male,None,True,Adult - Male - None
user_1023,Visual Aid,12.6,1.0,1,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_1394,Colorblind Mode,72.5,2.0,3,Teenager,Male,None,True,Teenager - Male - None
user_2526,High Contrast Mode,46.57,4.0,3,Teenager,Male,None,True,Teenager - Male - None
user_2181,Colorblind Mode,42.61,4.0,1,Teenager,Male,None,False,Teenager - Male - None
user_9403,Visual Aid,16.89,1.0,3,Adult,Male,None,True,Adult - Male - None
user_1908,Colorblind Mode,13.91,3.0,4,Young Adult,Female,None,True,Young Adult - Female - None
user_5924,Text-to-Speech,39.0,2.0,3,Teenager,Male,None,True,Teenager - Male - None
user_3299,Colorblind Mode,84.59,3.0,3,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_6037,Multilingual,105.44,3.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_3323,Visual Aid,37.83,3.0,1,Professional,Female,None,False,Professional - Female - None
user_7480,Colorblind Mode,66.71,4.0,5,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_5369,High Contrast Mode,57.47,3.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_9593,Colorblind Mode,102.42,1.0,4,Young Adult,Male,None,True,Young Adult - Male - None
user_2561,High Contrast Mode,51.53,3.0,2,Professional,Female,None,False,Professional - Female - None
user_7884,High Contrast Mode,28.16,3.0,3,Senior,Female,None,True,Senior - Female - None
user_1197,Multilingual,84.87,5.0,2,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_9705,Multilingual,89.0,5.0,3,Professional,Male,None,True,Professional - Male - None
user_7603,High Contrast Mode,93.05,2.0,4,Professional,Male,None,True,Professional - Male - None
user_6474,Text-to-Speech,19.37,4.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_6462,High Contrast Mode,49.18,1.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_1905,Multilingual,5.28,1.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_6160,Colorblind Mode,102.48,1.0,3,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_2740,Text-to-Speech,55.61,5.0,3,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_4729,Colorblind Mode,15.54,2.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_2234,Visual Aid,20.27,4.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_9930,Multilingual,52.67,5.0,2,Young Adult,Female,None,False,Young Adult - Female - None
user_3112,Multilingual,44.55,1.0,3,Professional,Male,None,True,Professional - Male - None
user_3484,Colorblind Mode,9.22,5.0,5,Teenager,Female,None,True,Teenager - Female - None
user_8693,Colorblind Mode,76.29,4.0,2,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_408,Text-to-Speech,110.32,5.0,4,Senior,Female,None,True,Senior - Female - None
user_1793,Multilingual,80.66,5.0,2,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_794,Visual Aid,51.09,1.0,0,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_7773,Colorblind Mode,105.07,3.0,1,Senior,Female,None,False,Senior - Female - None
user_729,Text-to-Speech,5.58,1.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_1894,High Contrast Mode,72.84,5.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_7185,Visual Aid,28.22,4.0,3,Senior,Male,None,True,Senior - Male - None
user_7553,High Contrast Mode,69.34,3.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_4812,Colorblind Mode,11.65,4.0,0,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_5055,Visual Aid,32.87,4.0,1,Adult,Male,None,False,Adult - Male - None
user_6493,Text-to-Speech,40.89,2.0,0,Young Adult,Female,None,False,Young Adult - Female - None
user_324,Visual Aid,44.12,5.0,2,Teenager,Female,None,False,Teenager - Female - None
user_8835,Visual Aid,93.39,3.0,0,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_3622,Colorblind Mode,26.73,4.0,3,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_4850,Multilingual,78.04,3.0,4,Adult,Male,None,True,Adult - Male - None
user_9161,Multilingual,40.64,5.0,2,Professional,Female,None,False,Professional - Female - None
user_6149,Colorblind Mode,19.92,5.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_4348,Multilingual,15.7,1.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_9413,High Contrast Mode,46.63,1.0,3,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_1919,Visual Aid,71.99,1.0,0,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_7986,Visual Aid,16.11,2.0,0,Teenager,Male,None,False,Teenager - Male - None
user_5300,High Contrast Mode,46.53,3.0,0,Senior,Female,None,False,Senior - Female - None
user_157,Colorblind Mode,90.04,2.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_7468,Visual Aid,59.85,5.0,0,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_8972,High Contrast Mode,118.32,1.0,2,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_3313,Visual Aid,69.93,3.0,1,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_1560,Colorblind Mode,15.34,2.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_2164,Multilingual,27.81,2.0,0,Teenager,Female,None,False,Teenager - Female - None
user_3358,High Contrast Mode,100.88,1.0,1,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_3648,Colorblind Mode,56.03,3.0,0,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_1889,Visual Aid,117.54,5.0,2,Professional,Male,None,False,Professional - Male - None
user_5225,Colorblind Mode,80.17,4.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_3708,Colorblind Mode,44.29,2.0,5,Professional,Female,None,True,Professional - Female - None
user_4469,High Contrast Mode,100.16,4.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_9807,Visual Aid,104.85,1.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_8171,Text-to-Speech,74.79,3.0,3,Teenager,Male,None,True,Teenager - Male - None
user_6182,Text-to-Speech,118.17,1.0,1,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_2836,Multilingual,11.84,2.0,3,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_1689,Text-to-Speech,107.19,3.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_8029,Multilingual,76.08,3.0,1,Teenager,Male,None,False,Teenager - Male - None
user_4698,High Contrast Mode,48.95,1.0,0,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_1172,Text-to-Speech,67.71,4.0,2,Teenager,Female,None,False,Teenager - Female - None
user_489,Multilingual,35.02,1.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_3626,Colorblind Mode,13.56,5.0,3,Professional,Male,None,True,Professional - Male - None
user_7415,Colorblind Mode,98.29,3.0,4,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_5709,Multilingual,78.2,5.0,0,Adult,Female,None,False,Adult - Female - None
user_1714,Colorblind Mode,114.43,3.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_4886,Multilingual,75.51,3.0,2,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_1745,Colorblind Mode,16.94,2.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6223,Visual Aid,12.79,5.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_4591,Multilingual,83.27,2.0,1,Teenager,Female,None,False,Teenager - Female - None
user_9194,High Contrast Mode,90.49,1.0,4,Teenager,Male,None,True,Teenager - Male - None
user_6691,Multilingual,98.53,3.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_6300,Colorblind Mode,42.69,2.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_8655,High Contrast Mode,66.96,2.0,0,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_9465,High Contrast Mode,96.88,5.0,1,Professional,Female,None,False,Professional - Female - None
user_9171,High Contrast Mode,37.05,5.0,3,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_3064,Text-to-Speech,26.16,4.0,0,Teenager,Female,None,False,Teenager - Female - None
user_3107,Visual Aid,104.1,1.0,4,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_9987,High Contrast Mode,18.49,1.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_7437,Visual Aid,23.41,1.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_3157,High Contrast Mode,84.63,3.0,2,Adult,Female,None,False,Adult - Female - None
user_2141,Colorblind Mode,104.08,2.0,4,Adult,Female,None,True,Adult - Female - None
user_7296,Text-to-Speech,89.12,5.0,5,Teenager,Male,None,True,Teenager - Male - None
user_8670,High Contrast Mode,66.85,2.0,1,Teenager,Female,None,False,Teenager - Female - None
user_6441,Text-to-Speech,91.0,2.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_527,High Contrast Mode,24.36,4.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_2611,Multilingual,15.87,3.0,3,Adult,Female,None,True,Adult - Female - None
user_8614,Visual Aid,45.22,2.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_4750,Colorblind Mode,106.24,3.0,1,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6769,Colorblind Mode,58.84,5.0,3,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_3530,High Contrast Mode,79.19,3.0,0,Adult,Male,None,False,Adult - Male - None
user_5896,Text-to-Speech,41.81,5.0,0,Senior,Female,None,False,Senior - Female - None
user_6003,High Contrast Mode,114.88,4.0,1,Young Adult,Male,None,False,Young Adult - Male - None
user_5830,Multilingual,110.03,3.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_276,High Contrast Mode,29.07,4.0,3,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_1115,Visual Aid,15.74,4.0,5,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_2313,Text-to-Speech,41.88,3.0,5,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_1088,High Contrast Mode,85.77,3.0,3,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_9835,Text-to-Speech,80.23,2.0,0,Professional,Female,None,False,Professional - Female - None
user_9286,Visual Aid,107.08,4.0,3,Adult,Male,None,True,Adult - Male - None
user_1327,Text-to-Speech,27.11,2.0,4,Senior,Unknown,LGBTQ+,True,Senior - Unknown - LGBTQ+
user_4302,Multilingual,109.85,2.0,2,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_9701,Multilingual,36.76,2.0,0,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_9662,Colorblind Mode,86.44,3.0,2,Young Adult,Female,None,False,Young Adult - Female - None
user_5702,Visual Aid,90.07,1.0,1,Adult,Male,None,False,Adult - Male - None
user_2117,Colorblind Mode,26.1,2.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_5269,Colorblind Mode,11.85,2.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_3135,Colorblind Mode,58.65,3.0,2,Teenager,Non-Binary,None,False,Teenager - Non-Binary - None
user_5520,Text-to-Speech,116.76,4.0,4,Adult,Male,None,True,Adult - Male - None
user_9449,Colorblind Mode,78.69,4.0,4,Senior,Male,None,True,Senior - Male - None
user_5986,High Contrast Mode,98.96,4.0,1,Senior,Male,None,False,Senior - Male - None
user_3877,Text-to-Speech,42.99,5.0,0,Teenager,Male,None,False,Teenager - Male - None
user_124,Multilingual,107.57,1.0,2,Adult,Male,None,False,Adult - Male - None
user_1376,Colorblind Mode,101.43,4.0,2,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_9378,Multilingual,72.12,2.0,5,Senior,Male,None,True,Senior - Male - None
user_6352,Visual Aid,84.68,2.0,3,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_5977,High Contrast Mode,73.66,2.0,4,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_4450,Colorblind Mode,36.04,4.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_9327,Text-to-Speech,89.62,3.0,5,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_7996,Colorblind Mode,90.58,4.0,5,Young Adult,Female,None,True,Young Adult - Female - None
user_952,Text-to-Speech,84.11,1.0,5,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_5518,Multilingual,14.5,1.0,0,Senior,Male,None,False,Senior - Male - None
user_4751,High Contrast Mode,77.22,3.0,2,Senior,Female,None,False,Senior - Female - None
user_4198,High Contrast Mode,58.05,1.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_5912,Colorblind Mode,33.07,5.0,0,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_9625,High Contrast Mode,93.02,4.0,4,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_9300,High Contrast Mode,29.6,2.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_1643,Visual Aid,72.26,3.0,5,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_4257,Text-to-Speech,47.8,4.0,3,Adult,Unknown,Person of Color,True,Adult - Unknown - Person of Color
user_5129,Text-to-Speech,89.85,4.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_2422,Colorblind Mode,10.03,4.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_1153,Text-to-Speech,29.95,5.0,4,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_75,Text-to-Speech,48.01,3.0,4,Teenager,Male,None,True,Teenager - Male - None
user_2242,Multilingual,41.49,2.0,0,Professional,Female,None,False,Professional - Female - None
user_616,High Contrast Mode,118.79,4.0,5,Young Adult,Unknown,LGBTQ+,True,Young Adult - Unknown - LGBTQ+
user_3356,High Contrast Mode,38.2,3.0,0,Senior,Female,None,False,Senior - Female - None
user_8264,Colorblind Mode,29.43,5.0,5,Teenager,Unknown,Person of Color,True,Teenager - Unknown - Person of Color
user_8934,High Contrast Mode,53.79,4.0,3,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_7805,Colorblind Mode,107.23,5.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_27,High Contrast Mode,73.13,5.0,4,Professional,Female,None,True,Professional - Female - None
user_7407,Colorblind Mode,13.21,3.0,2,Teenager,Unknown,Person of Color,False,Teenager - Unknown - Person of Color
user_1194,Multilingual,38.09,2.0,1,Young Adult,Male,None,False,Young Adult - Male - None
user_4046,Visual Aid,82.2,4.0,2,Young Adult,Male,None,False,Young Adult - Male - None
user_7038,Visual Aid,107.3,2.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_364,Colorblind Mode,39.69,1.0,4,Senior,Male,None,True,Senior - Male - None
user_4720,High Contrast Mode,15.99,1.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_2154,Visual Aid,36.84,4.0,5,Adult,Female,None,True,Adult - Female - None
user_1093,Text-to-Speech,41.7,1.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_2314,Visual Aid,27.47,1.0,3,Professional,Male,None,True,Professional - Male - None
user_1628,Text-to-Speech,61.2,1.0,2,Professional,Male,None,False,Professional - Male - None
user_101,Multilingual,92.72,3.0,0,Senior,Female,None,False,Senior - Female - None
user_556,Text-to-Speech,18.85,2.0,1,Young Adult,Non-Binary,None,False,Young Adult - Non-Binary - None
user_4691,Colorblind Mode,60.71,2.0,4,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_6673,High Contrast Mode,16.19,1.0,3,Senior,Unknown,Person of Color,True,Senior - Unknown - Person of Color
user_8870,Text-to-Speech,42.5,5.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_7949,Multilingual,31.1,1.0,0,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_9974,High Contrast Mode,105.11,5.0,1,Professional,Non-Binary,None,False,Professional - Non-Binary - None
user_7726,Visual Aid,5.61,2.0,0,Adult,Male,None,False,Adult - Male - None
user_5795,Colorblind Mode,26.74,4.0,1,Adult,Unknown,Person of Color,False,Adult - Unknown - Person of Color
user_2364,Text-to-Speech,9.07,2.0,1,Adult,Female,None,False,Adult - Female - None
user_1325,Multilingual,53.09,4.0,0,Adult,Female,None,False,Adult - Female - None
user_663,Visual Aid,119.77,1.0,0,Senior,Unknown,LGBTQ+,False,Senior - Unknown - LGBTQ+
user_991,Visual Aid,25.1,2.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_8623,Visual Aid,79.23,3.0,5,Teenager,Male,None,True,Teenager - Male - None
user_4660,Multilingual,72.53,4.0,0,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_9032,Visual Aid,70.93,2.0,5,Teenager,Male,None,True,Teenager - Male - None
user_7072,Colorblind Mode,48.35,1.0,1,Adult,Female,None,False,Adult - Female - None
user_5140,Multilingual,22.11,4.0,1,Senior,Non-Binary,None,False,Senior - Non-Binary - None
user_4909,Text-to-Speech,109.6,5.0,2,Adult,Male,None,False,Adult - Male - None
user_2873,Text-to-Speech,31.21,5.0,3,Professional,Male,None,True,Professional - Male - None
user_5687,Visual Aid,113.15,1.0,1,Professional,Female,None,False,Professional - Female - None
user_5426,Visual Aid,17.67,2.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_7102,Text-to-Speech,93.38,2.0,5,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_8475,Text-to-Speech,47.07,4.0,0,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6288,Colorblind Mode,73.27,4.0,1,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_2330,Colorblind Mode,55.93,2.0,5,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_2996,Text-to-Speech,113.37,5.0,1,Senior,Unknown,Person of Color,False,Senior - Unknown - Person of Color
user_2710,High Contrast Mode,111.46,4.0,2,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_904,High Contrast Mode,28.17,2.0,3,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_5280,Colorblind Mode,66.01,4.0,1,Teenager,Unknown,LGBTQ+,False,Teenager - Unknown - LGBTQ+
user_4363,High Contrast Mode,62.7,5.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_4641,Visual Aid,9.25,5.0,2,Teenager,Female,None,False,Teenager - Female - None
user_1551,High Contrast Mode,110.13,4.0,4,Senior,Male,None,True,Senior - Male - None
user_7537,High Contrast Mode,86.22,5.0,2,Professional,Unknown,Person of Color,False,Professional - Unknown - Person of Color
user_1451,Multilingual,78.71,1.0,0,Teenager,Male,None,False,Teenager - Male - None
user_290,Visual Aid,111.48,4.0,4,Teenager,Female,None,True,Teenager - Female - None
user_5689,High Contrast Mode,57.99,5.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6272,Text-to-Speech,45.04,4.0,4,Teenager,Non-Binary,None,True,Teenager - Non-Binary - None
user_8158,Colorblind Mode,27.66,1.0,4,Professional,Male,None,True,Professional - Male - None
user_3520,Multilingual,94.98,1.0,3,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_9840,Text-to-Speech,94.81,1.0,4,Senior,Female,None,True,Senior - Female - None
user_2353,Colorblind Mode,101.06,4.0,1,Teenager,Male,None,False,Teenager - Male - None
user_3548,Text-to-Speech,84.61,3.0,2,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_6742,High Contrast Mode,40.98,3.0,0,Adult,Non-Binary,None,False,Adult - Non-Binary - None
user_9395,Text-to-Speech,106.15,2.0,1,Young Adult,Unknown,Person of Color,False,Young Adult - Unknown - Person of Color
user_540,Multilingual,17.12,5.0,4,Adult,Female,None,True,Adult - Female - None
user_7629,Multilingual,31.17,5.0,5,Professional,Non-Binary,None,True,Professional - Non-Binary - None
user_151,Colorblind Mode,70.45,2.0,2,Young Adult,Unknown,LGBTQ+,False,Young Adult - Unknown - LGBTQ+
user_6225,Colorblind Mode,99.92,2.0,0,Adult,Unknown,LGBTQ+,False,Adult - Unknown - LGBTQ+
user_4116,High Contrast Mode,95.57,2.0,0,Professional,Unknown,LGBTQ+,False,Professional - Unknown - LGBTQ+
user_8460,Multilingual,91.67,1.0,2,Senior,Male,None,False,Senior - Male - None
user_8069,Text-to-Speech,86.11,5.0,3,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_2322,High Contrast Mode,97.78,4.0,4,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_3938,Visual Aid,75.67,3.0,4,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_5480,Visual Aid,37.22,1.0,3,Young Adult,Unknown,Person of Color,True,Young Adult - Unknown - Person of Color
user_8593,Multilingual,77.45,2.0,3,Senior,Female,None,True,Senior - Female - None
user_3079,High Contrast Mode,45.78,5.0,1,Senior,Male,None,False,Senior - Male - None
user_9201,Colorblind Mode,63.26,2.0,2,Senior,Male,None,False,Senior - Male - None
user_9434,Colorblind Mode,109.89,2.0,1,Senior,Male,None,False,Senior - Male - None
user_5469,Colorblind Mode,22.38,1.0,5,Professional,Male,None,True,Professional - Male - None
user_1354,Multilingual,14.63,4.0,3,Adult,Female,None,True,Adult - Female - None
user_7572,High Contrast Mode,24.19,3.0,5,Senior,Non-Binary,None,True,Senior - Non-Binary - None
user_5970,Text-to-Speech,14.64,2.0,4,Professional,Unknown,Person of Color,True,Professional - Unknown - Person of Color
user_2274,Text-to-Speech,118.74,1.0,3,Adult,Unknown,LGBTQ+,True,Adult - Unknown - LGBTQ+
user_892,Multilingual,13.74,2.0,5,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_4984,Text-to-Speech,10.02,3.0,3,Young Adult,Female,None,True,Young Adult - Female - None
user_7613,Text-to-Speech,67.15,5.0,3,Young Adult,Male,None,True,Young Adult - Male - None
user_7916,High Contrast Mode,99.02,1.0,5,Young Adult,Male,None,True,Young Adult - Male - None
user_381,Multilingual,85.59,1.0,4,Adult,Male,None,True,Adult - Male - None
user_653,Multilingual,67.35,5.0,3,Professional,Unknown,LGBTQ+,True,Professional - Unknown - LGBTQ+
user_5017,Visual Aid,44.51,1.0,0,Young Adult,Male,None,False,Young Adult - Male - None
user_8538,Text-to-Speech,10.67,5.0,3,Teenager,Unknown,LGBTQ+,True,Teenager - Unknown - LGBTQ+
user_3202,High Contrast Mode,51.82,1.0,5,Senior,Male,None,True,Senior - Male - None
